node_id,label,kind,in_corpus,modularity_class,year,cited_by_within_corpus,references_made,primary_topic,source,type,subfield,field,domain,doi
W2053903592,W2053903592,reference_only,False,19,,11,0,,,,,,,
W2058641836,W2058641836,reference_only,False,1,,5,0,,,,,,,
W2068842640,W2068842640,reference_only,False,26,,2,0,,,,,,,
W2108048984,W2108048984,reference_only,False,1,,2,0,,,,,,,
W2116401686,W2116401686,reference_only,False,1,,2,0,,,,,,,
W2138199375,W2138199375,reference_only,False,1,,14,0,,,,,,,
W2138826098,Interacting with sonification systems: closing the loop,publication,True,6,2004.0,3,8,Music Technology and Sound Studies,,article,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1109/iv.2004.82
W2160927393,W2160927393,reference_only,False,1,,10,0,,,,,,,
W2547418339,W2547418339,reference_only,False,8,,4,0,,,,,,,
W69009568,W69009568,reference_only,False,1,,2,0,,,,,,,
W1509968902,W1509968902,reference_only,False,1,,4,0,,,,,,,
W1535517383,W1535517383,reference_only,False,1,,5,0,,,,,,,
W1537061039,W1537061039,reference_only,False,1,,5,0,,,,,,,
W1557758102,W1557758102,reference_only,False,1,,2,0,,,,,,,
W1600895443,W1600895443,reference_only,False,1,,6,0,,,,,,,
W1789658284,W1789658284,reference_only,False,1,,13,0,,,,,,,
W1969442075,W1969442075,reference_only,False,1,,6,0,,,,,,,
W1986061707,W1986061707,reference_only,False,19,,5,0,,,,,,,
W1989771497,W1989771497,reference_only,False,1,,7,0,,,,,,,
W1992556332,W1992556332,reference_only,False,1,,2,0,,,,,,,
W1996970545,W1996970545,reference_only,False,1,,2,0,,,,,,,
W1999155183,W1999155183,reference_only,False,1,,2,0,,,,,,,
W1999463728,W1999463728,reference_only,False,1,,2,0,,,,,,,
W2002556711,W2002556711,reference_only,False,1,,2,0,,,,,,,
W2002893522,W2002893522,reference_only,False,1,,5,0,,,,,,,
W2006128682,W2006128682,reference_only,False,19,,5,0,,,,,,,
W2006684178,W2006684178,reference_only,False,1,,4,0,,,,,,,
W2012815986,W2012815986,reference_only,False,1,,2,0,,,,,,,
W2013020033,W2013020033,reference_only,False,1,,27,0,,,,,,,
W2038458742,W2038458742,reference_only,False,1,,2,0,,,,,,,
W2048585878,W2048585878,reference_only,False,1,,2,0,,,,,,,
W2063252428,W2063252428,reference_only,False,1,,3,0,,,,,,,
W2067736313,W2067736313,reference_only,False,26,,9,0,,,,,,,
W2072943580,W2072943580,reference_only,False,1,,2,0,,,,,,,
W2075586101,W2075586101,reference_only,False,1,,3,0,,,,,,,
W2079676018,W2079676018,reference_only,False,1,,2,0,,,,,,,
W2085630147,W2085630147,reference_only,False,1,,2,0,,,,,,,
W2104166306,W2104166306,reference_only,False,1,,22,0,,,,,,,
W2137637975,W2137637975,reference_only,False,1,,2,0,,,,,,,
W2157130619,Pitch and pitch change interact in auditory displays.,publication,True,1,2000.0,8,36,Noise Effects and Management,Journal of Experimental Psychology Applied,article,Speech and Hearing,Health Professions,Health Sciences,https://doi.org/10.1037//1076-898x.6.1.15
W2257861854,Radiation Search and Detection by Ear and by Eye,publication,True,1,1987.0,7,4,Human-Automation Interaction and Safety,Human Factors The Journal of the Human Factors and Ergonomics Society,article,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1177/001872088702900110
W2284487033,W2284487033,reference_only,False,1,,3,0,,,,,,,
W2415282395,W2415282395,reference_only,False,1,,2,0,,,,,,,
W2463352670,W2463352670,reference_only,False,1,,6,0,,,,,,,
W2504258391,W2504258391,reference_only,False,1,,3,0,,,,,,,
W2616924292,W2616924292,reference_only,False,1,,7,0,,,,,,,
W2943262529,W2943262529,reference_only,False,1,,3,0,,,,,,,
W3117910667,W3117910667,reference_only,False,1,,4,0,,,,,,,
W4205810926,W4205810926,reference_only,False,1,,5,0,,,,,,,
W4235182342,W4235182342,reference_only,False,26,,8,0,,,,,,,
W4235949766,W4235949766,reference_only,False,1,,3,0,,,,,,,
W4238387768,Pitch and pitch change interact in auditory displays.,publication,True,1,2000.0,8,0,Hearing Loss and Rehabilitation,Journal of Experimental Psychology Applied,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1037/1076-898x.6.1.15
W2888763178,Listen to the models: Sonified learning models for people who are blind,publication,True,26,2018.0,2,31,Tactile and Sensory Interactions,Computers & Education,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/j.compedu.2018.08.020
W128668254,W128668254,reference_only,False,26,,2,0,,,,,,,
W240887194,W240887194,reference_only,False,26,,6,0,,,,,,,
W257219311,W257219311,reference_only,False,26,,3,0,,,,,,,
W341524467,W341524467,reference_only,False,26,,2,0,,,,,,,
W1677067970,W1677067970,reference_only,False,26,,3,0,,,,,,,
W1973954164,W1973954164,reference_only,False,26,,4,0,,,,,,,
W1975670699,W1975670699,reference_only,False,26,,2,0,,,,,,,
W1976708668,W1976708668,reference_only,False,26,,6,0,,,,,,,
W1978211375,W1978211375,reference_only,False,26,,2,0,,,,,,,
W2011227246,W2011227246,reference_only,False,26,,2,0,,,,,,,
W2011472726,W2011472726,reference_only,False,26,,4,0,,,,,,,
W2018934112,W2018934112,reference_only,False,26,,2,0,,,,,,,
W2035566391,W2035566391,reference_only,False,26,,2,0,,,,,,,
W2036979803,W2036979803,reference_only,False,26,,3,0,,,,,,,
W2064631110,W2064631110,reference_only,False,26,,5,0,,,,,,,
W2074388051,W2074388051,reference_only,False,26,,2,0,,,,,,,
W2117678092,W2117678092,reference_only,False,26,,4,0,,,,,,,
W2122145490,W2122145490,reference_only,False,26,,2,0,,,,,,,
W2128769367,W2128769367,reference_only,False,26,,3,0,,,,,,,
W2130912043,W2130912043,reference_only,False,26,,2,0,,,,,,,
W2160677038,W2160677038,reference_only,False,26,,2,0,,,,,,,
W2171689869,W2171689869,reference_only,False,26,,4,0,,,,,,,
W2412647359,W2412647359,reference_only,False,26,,4,0,,,,,,,
W2516440319,W2516440319,reference_only,False,26,,2,0,,,,,,,
W2936428206,W2936428206,reference_only,False,26,,2,0,,,,,,,
W3147429590,W3147429590,reference_only,False,26,,4,0,,,,,,,
W4249959789,W4249959789,reference_only,False,26,,3,0,,,,,,,
W1558886546,W1558886546,reference_only,False,6,,3,0,,,,,,,
W1978122678,W1978122678,reference_only,False,6,,12,0,,,,,,,
W2417195499,W2417195499,reference_only,False,6,,6,0,,,,,,,
W3094134784,W3094134784,reference_only,False,6,,2,0,,,,,,,
W6631197461,W6631197461,reference_only,False,6,,3,0,,,,,,,
W97204656,W97204656,reference_only,False,1,,3,0,,,,,,,
W2046552246,W2046552246,reference_only,False,1,,5,0,,,,,,,
W2052216394,W2052216394,reference_only,False,1,,3,0,,,,,,,
W2117812870,W2117812870,reference_only,False,1,,3,0,,,,,,,
W2598208772,W2598208772,reference_only,False,1,,7,0,,,,,,,
W2912486863,W2912486863,reference_only,False,19,,2,0,,,,,,,
W4288632021,W4288632021,reference_only,False,1,,2,0,,,,,,,
W1537424868,W1537424868,reference_only,False,8,,6,0,,,,,,,
W1557554459,W1557554459,reference_only,False,8,,6,0,,,,,,,
W1971641362,W1971641362,reference_only,False,8,,2,0,,,,,,,
W1996721809,W1996721809,reference_only,False,8,,8,0,,,,,,,
W2027561586,W2027561586,reference_only,False,8,,11,0,,,,,,,
W2147923073,Auditory display design for exploration in mobile audio-augmented reality,publication,True,1,2011.0,4,20,Tactile and Sensory Interactions,Personal and Ubiquitous Computing,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1007/s00779-011-0459-0
W2467931,W2467931,reference_only,False,1,,2,0,,,,,,,
W95380988,W95380988,reference_only,False,23,,3,0,,,,,,,
W1535577589,W1535577589,reference_only,False,23,,2,0,,,,,,,
W1549233284,W1549233284,reference_only,False,1,,2,0,,,,,,,
W1560946882,W1560946882,reference_only,False,8,,4,0,,,,,,,
W1607764848,W1607764848,reference_only,False,1,,2,0,,,,,,,
W1651701101,W1651701101,reference_only,False,19,,6,0,,,,,,,
W1985360558,W1985360558,reference_only,False,1,,3,0,,,,,,,
W1996225046,W1996225046,reference_only,False,1,,3,0,,,,,,,
W2015707156,W2015707156,reference_only,False,1,,2,0,,,,,,,
W2031312187,W2031312187,reference_only,False,1,,3,0,,,,,,,
W2077693798,W2077693798,reference_only,False,1,,8,0,,,,,,,
W2126885600,W2126885600,reference_only,False,1,,3,0,,,,,,,
W2752491485,W2752491485,reference_only,False,1,,9,0,,,,,,,
W3021716472,W3021716472,reference_only,False,19,,7,0,,,,,,,
W1997048962,W1997048962,reference_only,False,1,,2,0,,,,,,,
W2014921255,W2014921255,reference_only,False,6,,4,0,,,,,,,
W2132820121,W2132820121,reference_only,False,6,,2,0,,,,,,,
W4235311325,W4235311325,reference_only,False,0,,4,0,,,,,,,
W1989274999,Auditory displays in anesthesiology,publication,True,19,2009.0,11,45,Healthcare Technology and Patient Monitoring,Current Opinion in Anaesthesiology,article,Surgery,Medicine,Health Sciences,https://doi.org/10.1097/aco.0b013e3283326a2f
W1505096505,W1505096505,reference_only,False,1,,18,0,,,,,,,
W1516960989,W1516960989,reference_only,False,19,,4,0,,,,,,,
W1815579919,W1815579919,reference_only,False,19,,6,0,,,,,,,
W1915495511,W1915495511,reference_only,False,19,,12,0,,,,,,,
W1984895078,W1984895078,reference_only,False,19,,2,0,,,,,,,
W1987408817,W1987408817,reference_only,False,19,,8,0,,,,,,,
W1992418075,W1992418075,reference_only,False,19,,2,0,,,,,,,
W1993906458,W1993906458,reference_only,False,19,,16,0,,,,,,,
W1999401028,W1999401028,reference_only,False,19,,2,0,,,,,,,
W2004487242,W2004487242,reference_only,False,19,,4,0,,,,,,,
W2006720227,Sonification design for complex work domains: Dimensions and distractors.,publication,True,19,2009.0,11,42,Tactile and Sensory Interactions,Journal of Experimental Psychology Applied,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1037/a0016329
W2020727054,W2020727054,reference_only,False,19,,3,0,,,,,,,
W2031347071,W2031347071,reference_only,False,19,,9,0,,,,,,,
W2059957416,"Listening to the Mind Listening: An Analysis of Sonification Reviews, Designs and Correspondences",publication,True,6,2006.0,11,3,Tactile and Sensory Interactions,Leonardo Music Journal,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1162/lmj.2006.16.13
W2064546004,W2064546004,reference_only,False,19,,5,0,,,,,,,
W2068762597,W2068762597,reference_only,False,19,,2,0,,,,,,,
W2074032036,W2074032036,reference_only,False,19,,6,0,,,,,,,
W2084663691,W2084663691,reference_only,False,19,,5,0,,,,,,,
W2090405036,W2090405036,reference_only,False,19,,2,0,,,,,,,
W2102349167,W2102349167,reference_only,False,19,,2,0,,,,,,,
W2112711343,W2112711343,reference_only,False,19,,3,0,,,,,,,
W2128178009,W2128178009,reference_only,False,19,,33,0,,,,,,,
W2151442484,W2151442484,reference_only,False,19,,2,0,,,,,,,
W2165570903,"When is Less More? Attention and Workload in Auditory, Visual, and Redundant Patient-Monitoring Conditions",publication,True,19,2001.0,18,11,Healthcare Technology and Patient Monitoring,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,article,Surgery,Medicine,Health Sciences,https://doi.org/10.1177/154193120104501817
W2416112991,W2416112991,reference_only,False,19,,12,0,,,,,,,
W6630337545,W6630337545,reference_only,False,6,,4,0,,,,,,,
W2283562276,"<i>Go-with-the-Flow</i>: Tracking, Analysis and Sonification of Movement and Breathing to Build Confidence in Activity Despite Chronic Pain",publication,True,35,2015.0,9,42,Music Therapy and Health,Human-Computer Interaction,article,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1080/07370024.2015.1085310
W73282471,W73282471,reference_only,False,35,,5,0,,,,,,,
W129140370,W129140370,reference_only,False,5,,2,0,,,,,,,
W160509580,W160509580,reference_only,False,6,,3,0,,,,,,,
W1529303978,W1529303978,reference_only,False,35,,5,0,,,,,,,
W1551337636,W1551337636,reference_only,False,35,,8,0,,,,,,,
W1572770553,W1572770553,reference_only,False,35,,5,0,,,,,,,
W1694080526,W1694080526,reference_only,False,3,,5,0,,,,,,,
W1779974355,W1779974355,reference_only,False,35,,4,0,,,,,,,
W1862665565,W1862665565,reference_only,False,35,,15,0,,,,,,,
W1940401978,W1940401978,reference_only,False,34,,2,0,,,,,,,
W1970680563,W1970680563,reference_only,False,6,,2,0,,,,,,,
W1979290264,W1979290264,reference_only,False,35,,10,0,,,,,,,
W1981686634,Evaluation of four models for the sonification of elite rowing,publication,True,35,2012.0,6,25,Tactile and Sensory Interactions,Journal on Multimodal User Interfaces,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1007/s12193-011-0085-1
W1991942861,W1991942861,reference_only,False,35,,3,0,,,,,,,
W1995664726,W1995664726,reference_only,False,35,,5,0,,,,,,,
W2021584242,W2021584242,reference_only,False,3,,4,0,,,,,,,
W2028629294,W2028629294,reference_only,False,35,,3,0,,,,,,,
W2031046646,W2031046646,reference_only,False,35,,3,0,,,,,,,
W2074917937,W2074917937,reference_only,False,35,,5,0,,,,,,,
W2089998899,W2089998899,reference_only,False,35,,2,0,,,,,,,
W2091322384,W2091322384,reference_only,False,35,,6,0,,,,,,,
W2104109271,W2104109271,reference_only,False,3,,2,0,,,,,,,
W2119611357,W2119611357,reference_only,False,35,,15,0,,,,,,,
W2119820506,W2119820506,reference_only,False,35,,4,0,,,,,,,
W2134079826,W2134079826,reference_only,False,6,,6,0,,,,,,,
W2144198023,W2144198023,reference_only,False,35,,6,0,,,,,,,
W2147321290,W2147321290,reference_only,False,35,,6,0,,,,,,,
W2168729844,W2168729844,reference_only,False,3,,4,0,,,,,,,
W2296646900,Sounding objects,publication,True,1,2003.0,13,25,Music Technology and Sound Studies,IEEE Multimedia,article,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1109/mmul.2003.1195160
W2583031566,W2583031566,reference_only,False,35,,11,0,,,,,,,
W2725640454,W2725640454,reference_only,False,31,,3,0,,,,,,,
W4388328369,W4388328369,reference_only,False,3,,3,0,,,,,,,
W2154620409,USING AUDIFICATION IN PLANETARY SEISMOLOGY,publication,True,6,2001.0,18,2,"Media, Communication, and Education",,article,Communication,Social Sciences,Social Sciences,
W1526554478,W1526554478,reference_only,False,6,,2,0,,,,,,,
W1482317340,W1482317340,reference_only,False,26,,2,0,,,,,,,
W1671007513,W1671007513,reference_only,False,8,,5,0,,,,,,,
W1991139021,W1991139021,reference_only,False,31,,24,0,,,,,,,
W1996440979,W1996440979,reference_only,False,5,,3,0,,,,,,,
W1997039480,W1997039480,reference_only,False,26,,3,0,,,,,,,
W1998771049,W1998771049,reference_only,False,31,,2,0,,,,,,,
W2007697407,Auditory display design—An investigation of a design pattern approach,publication,True,1,2009.0,11,96,Tactile and Sensory Interactions,International Journal of Human-Computer Studies,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/j.ijhcs.2009.05.008
W2007802578,W2007802578,reference_only,False,26,,4,0,,,,,,,
W2010927954,W2010927954,reference_only,False,26,,16,0,,,,,,,
W2021082347,‘Visual’ Acuity of the Congenitally Blind Using Visual-to-Auditory Sensory Substitution,publication,True,26,2012.0,8,22,Tactile and Sensory Interactions,PLoS ONE,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1371/journal.pone.0033136
W2021666577,W2021666577,reference_only,False,26,,7,0,,,,,,,
W2024716723,W2024716723,reference_only,False,26,,2,0,,,,,,,
W2025256102,W2025256102,reference_only,False,26,,5,0,,,,,,,
W2036060855,W2036060855,reference_only,False,26,,10,0,,,,,,,
W2039066615,W2039066615,reference_only,False,1,,6,0,,,,,,,
W2056401918,W2056401918,reference_only,False,35,,5,0,,,,,,,
W2066292942,W2066292942,reference_only,False,6,,2,0,,,,,,,
W2069416551,W2069416551,reference_only,False,26,,3,0,,,,,,,
W2077971436,W2077971436,reference_only,False,35,,3,0,,,,,,,
W2083660934,W2083660934,reference_only,False,31,,6,0,,,,,,,
W2089765964,W2089765964,reference_only,False,26,,7,0,,,,,,,
W2100390488,W2100390488,reference_only,False,26,,4,0,,,,,,,
W2109357138,W2109357138,reference_only,False,26,,3,0,,,,,,,
W2131294823,W2131294823,reference_only,False,35,,16,0,,,,,,,
W2147337793,W2147337793,reference_only,False,26,,4,0,,,,,,,
W2147486063,W2147486063,reference_only,False,26,,3,0,,,,,,,
W2315268655,W2315268655,reference_only,False,5,,17,0,,,,,,,
W4254404859,W4254404859,reference_only,False,6,,2,0,,,,,,,
W2345792697,Movement Sonification: Effects on Motor Learning beyond Rhythmic Adjustments,publication,True,35,2016.0,37,57,Multisensory perception and integration,Frontiers in Neuroscience,article,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.3389/fnins.2016.00219
W170732776,W170732776,reference_only,False,8,,2,0,,,,,,,
W1560013842,W1560013842,reference_only,False,10,,3,0,,,,,,,
W1595581172,W1595581172,reference_only,False,35,,6,0,,,,,,,
W1970890515,W1970890515,reference_only,False,35,,11,0,,,,,,,
W1976185535,W1976185535,reference_only,False,35,,2,0,,,,,,,
W1977615208,W1977615208,reference_only,False,35,,15,0,,,,,,,
W1983353683,W1983353683,reference_only,False,35,,7,0,,,,,,,
W1991829561,W1991829561,reference_only,False,35,,3,0,,,,,,,
W2006838581,W2006838581,reference_only,False,35,,20,0,,,,,,,
W2022651795,The effect of real-time auditory feedback on learning new characters,publication,True,35,2014.0,21,49,Hearing Impairment and Communication,Human Movement Science,article,Developmental and Educational Psychology,Psychology,Social Sciences,https://doi.org/10.1016/j.humov.2014.12.002
W2023360166,W2023360166,reference_only,False,35,,2,0,,,,,,,
W2030474329,W2030474329,reference_only,False,35,,12,0,,,,,,,
W2032139276,W2032139276,reference_only,False,35,,5,0,,,,,,,
W2040510368,W2040510368,reference_only,False,35,,5,0,,,,,,,
W2043969427,W2043969427,reference_only,False,35,,3,0,,,,,,,
W2043986349,W2043986349,reference_only,False,35,,8,0,,,,,,,
W2046394129,W2046394129,reference_only,False,35,,6,0,,,,,,,
W2061422794,W2061422794,reference_only,False,35,,5,0,,,,,,,
W2065469890,W2065469890,reference_only,False,35,,6,0,,,,,,,
W2088313145,W2088313145,reference_only,False,35,,17,0,,,,,,,
W2095326216,W2095326216,reference_only,False,35,,8,0,,,,,,,
W2100757346,W2100757346,reference_only,False,26,,2,0,,,,,,,
W2113413712,W2113413712,reference_only,False,35,,2,0,,,,,,,
W2116534743,W2116534743,reference_only,False,35,,4,0,,,,,,,
W2130461445,Sonification and haptic feedback in addition to visual feedback enhances complex motor task learning,publication,True,35,2014.0,17,77,Tactile and Sensory Interactions,Experimental Brain Research,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1007/s00221-014-4167-7
W2157651355,W2157651355,reference_only,False,35,,10,0,,,,,,,
W2159295271,Continuous Sonic Feedback from a Rolling Ball,publication,True,1,2005.0,10,7,Music Technology and Sound Studies,IEEE Multimedia,article,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1109/mmul.2005.24
W2166941808,W2166941808,reference_only,False,35,,3,0,,,,,,,
W2171444589,W2171444589,reference_only,False,35,,5,0,,,,,,,
W2201745394,SoundScript – Supporting the Acquisition of Character Writing by Multisensory Integration,publication,True,35,2015.0,7,29,Tactile and Sensory Interactions,The Open Psychology Journal,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.2174/1874350101508010230
W2209198230,W2209198230,reference_only,False,35,,4,0,,,,,,,
W2215486668,W2215486668,reference_only,False,35,,7,0,,,,,,,
W2306812926,W2306812926,reference_only,False,35,,11,0,,,,,,,
W2474554242,W2474554242,reference_only,False,35,,3,0,,,,,,,
W2491272054,Sonification — ein akustisches Informationskonzept zur menschlichen Bewegung,publication,True,35,1998.0,5,0,Noise Effects and Management,German Journal of Exercise and Sport Research,article,Speech and Hearing,Health Professions,Health Sciences,https://doi.org/10.1007/bf03176522
W2789864965,W2789864965,reference_only,False,35,,2,0,,,,,,,
W6604907675,W6604907675,reference_only,False,35,,3,0,,,,,,,
W6731737828,W6731737828,reference_only,False,35,,3,0,,,,,,,
W6733306018,W6733306018,reference_only,False,35,,7,0,,,,,,,
W69091869,WHITHER AND WHEREFORE THE AUDITORY GRAPH? ABSTRACTIONS & ÆSTHETICS IN AUDITORY AND SONIFIED GRAPHS,publication,True,1,2005.0,2,14,Tactile and Sensory Interactions,,article,Cognitive Neuroscience,Neuroscience,Life Sciences,
W1541749965,W1541749965,reference_only,False,1,,4,0,,,,,,,
W1573523614,W1573523614,reference_only,False,1,,27,0,,,,,,,
W1981537657,W1981537657,reference_only,False,1,,3,0,,,,,,,
W2029365580,When bugs sing,publication,True,1,2002.0,4,10,Tactile and Sensory Interactions,Interacting with Computers,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/s0953-5438(02)00026-7
W2074025947,W2074025947,reference_only,False,1,,4,0,,,,,,,
W2321737715,W2321737715,reference_only,False,6,,3,0,,,,,,,
W2031554514,Fidelity of three-dimensional-sound reproduction using a virtual auditory display,publication,True,8,2000.0,4,19,Hearing Loss and Rehabilitation,The Journal of the Acoustical Society of America,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1121/1.428321
W1519334917,W1519334917,reference_only,False,8,,5,0,,,,,,,
W1615920531,W1615920531,reference_only,False,8,,10,0,,,,,,,
W1952738065,W1952738065,reference_only,False,8,,3,0,,,,,,,
W1971016029,W1971016029,reference_only,False,8,,18,0,,,,,,,
W1976125225,W1976125225,reference_only,False,8,,8,0,,,,,,,
W2007217383,W2007217383,reference_only,False,8,,6,0,,,,,,,
W2038008722,W2038008722,reference_only,False,8,,7,0,,,,,,,
W2068325601,W2068325601,reference_only,False,8,,4,0,,,,,,,
W2148785954,W2148785954,reference_only,False,8,,3,0,,,,,,,
W2262929181,"3-dimensional auditory displays: development, applications, and performance.",publication,True,8,1994.0,5,0,Human-Automation Interaction and Safety,PubMed,article,Social Psychology,Psychology,Social Sciences,
W2885080937,"Auditory Graphs Are Not the “Killer App” of Sonification, But They Work",publication,True,1,2018.0,5,16,Tactile and Sensory Interactions,Ergonomics in Design The Quarterly of Human Factors Applications,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1177/1064804618773563
W148410407,W148410407,reference_only,False,1,,8,0,,,,,,,
W2141870347,The Three ``R''s: Real Students in Real Time Doing Real Work Learning Calculus,publication,True,1,2007.0,2,10,Music Technology and Sound Studies,,article,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,
W2171635740,Evaluating auditory graphs with blind students in a classroom,publication,True,1,2012.0,4,5,Tactile and Sensory Interactions,ACM SIGACCESS Accessibility and Computing,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1145/2140446.2140447
W2617434701,W2617434701,reference_only,False,3,,6,0,,,,,,,
W1581350311,SONIPY: THE DESIGN OF AN EXTENDABLE SOFTWARE FRAMEWORK FOR SONIFICATION RESEARCH AND AUDITORY DISPLAY,publication,True,6,2007.0,7,10,Music Technology and Sound Studies,,article,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,
W1573955430,W1573955430,reference_only,False,6,,3,0,,,,,,,
W1598383676,W1598383676,reference_only,False,6,,6,0,,,,,,,
W2101664981,W2101664981,reference_only,False,6,,2,0,,,,,,,
W2113467633,Sculpting a sound space with information properties,publication,True,1,1996.0,4,10,Noise Effects and Management,Organised Sound,article,Speech and Hearing,Health Professions,Health Sciences,https://doi.org/10.1017/s1355771896000040
W2132623271,W2132623271,reference_only,False,35,,2,0,,,,,,,
W2141674016,LEVELS OF TEMPORAL RESOLUTION IN SONIFICATION OF NETWORK PERFORMANCE,publication,True,30,2001.0,7,4,Music Technology and Sound Studies,,article,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,
W2402671869,W2402671869,reference_only,False,6,,5,0,,,,,,,
W2733269210,W2733269210,reference_only,False,3,,10,0,,,,,,,
W1460401339,W1460401339,reference_only,False,8,,12,0,,,,,,,
W1528946842,W1528946842,reference_only,False,1,,2,0,,,,,,,
W1610693853,W1610693853,reference_only,False,1,,2,0,,,,,,,
W1612995511,W1612995511,reference_only,False,1,,9,0,,,,,,,
W1970680664,W1970680664,reference_only,False,1,,3,0,,,,,,,
W1971398771,W1971398771,reference_only,False,1,,8,0,,,,,,,
W1980770577,W1980770577,reference_only,False,1,,2,0,,,,,,,
W1987624159,W1987624159,reference_only,False,1,,4,0,,,,,,,
W1988680600,W1988680600,reference_only,False,1,,2,0,,,,,,,
W2006539252,W2006539252,reference_only,False,1,,2,0,,,,,,,
W2016098456,W2016098456,reference_only,False,1,,6,0,,,,,,,
W2022529518,W2022529518,reference_only,False,1,,7,0,,,,,,,
W2026410165,W2026410165,reference_only,False,1,,4,0,,,,,,,
W2029403095,W2029403095,reference_only,False,1,,12,0,,,,,,,
W2032772291,W2032772291,reference_only,False,1,,2,0,,,,,,,
W2046315042,W2046315042,reference_only,False,19,,4,0,,,,,,,
W2048370453,W2048370453,reference_only,False,1,,4,0,,,,,,,
W2065126496,W2065126496,reference_only,False,1,,3,0,,,,,,,
W2070730516,W2070730516,reference_only,False,1,,2,0,,,,,,,
W2077763860,W2077763860,reference_only,False,31,,3,0,,,,,,,
W2082840017,W2082840017,reference_only,False,1,,5,0,,,,,,,
W2089817572,W2089817572,reference_only,False,1,,4,0,,,,,,,
W2092084522,W2092084522,reference_only,False,1,,8,0,,,,,,,
W2096432648,W2096432648,reference_only,False,31,,6,0,,,,,,,
W2119614608,W2119614608,reference_only,False,1,,2,0,,,,,,,
W2134654456,W2134654456,reference_only,False,1,,3,0,,,,,,,
W2738918696,W2738918696,reference_only,False,8,,3,0,,,,,,,
W800349764,W800349764,reference_only,False,35,,2,0,,,,,,,
W1546296670,W1546296670,reference_only,False,35,,2,0,,,,,,,
W1686728959,W1686728959,reference_only,False,35,,2,0,,,,,,,
W1858475798,W1858475798,reference_only,False,19,,4,0,,,,,,,
W1964198515,W1964198515,reference_only,False,26,,2,0,,,,,,,
W1965806846,W1965806846,reference_only,False,35,,2,0,,,,,,,
W1967161469,W1967161469,reference_only,False,35,,3,0,,,,,,,
W1969090956,W1969090956,reference_only,False,35,,5,0,,,,,,,
W1980440818,W1980440818,reference_only,False,35,,3,0,,,,,,,
W1982734415,W1982734415,reference_only,False,35,,2,0,,,,,,,
W1983992580,W1983992580,reference_only,False,35,,3,0,,,,,,,
W1987330504,W1987330504,reference_only,False,35,,4,0,,,,,,,
W1993615828,W1993615828,reference_only,False,35,,6,0,,,,,,,
W1994446426,W1994446426,reference_only,False,35,,5,0,,,,,,,
W1999057553,W1999057553,reference_only,False,35,,2,0,,,,,,,
W2000075291,W2000075291,reference_only,False,35,,2,0,,,,,,,
W2000798439,W2000798439,reference_only,False,35,,2,0,,,,,,,
W2010258059,W2010258059,reference_only,False,35,,12,0,,,,,,,
W2027076691,W2027076691,reference_only,False,35,,4,0,,,,,,,
W2029776687,W2029776687,reference_only,False,35,,3,0,,,,,,,
W2032421275,W2032421275,reference_only,False,35,,5,0,,,,,,,
W2034528422,W2034528422,reference_only,False,35,,2,0,,,,,,,
W2036666631,W2036666631,reference_only,False,35,,2,0,,,,,,,
W2050579567,W2050579567,reference_only,False,35,,7,0,,,,,,,
W2059254035,W2059254035,reference_only,False,35,,2,0,,,,,,,
W2062630941,W2062630941,reference_only,False,35,,2,0,,,,,,,
W2063440895,W2063440895,reference_only,False,26,,5,0,,,,,,,
W2064013094,W2064013094,reference_only,False,35,,2,0,,,,,,,
W2066461332,W2066461332,reference_only,False,35,,4,0,,,,,,,
W2072464426,W2072464426,reference_only,False,35,,4,0,,,,,,,
W2076731248,W2076731248,reference_only,False,35,,2,0,,,,,,,
